PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00V8g,8/4k3/8/1K1n4/P7/8/1P6/8 b - - 0 57,d5c7 b5c6 e7d8 c6b7 d8d7 a4a5,2390,83,78,89,crushing defensiveMove endgame knightEndgame long,https://lichess.org/iPi2LNEj/black#114,
00bgO,8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46,e6d7 d5b6 d7c6 b6a4,2375,79,76,144,crushing defensiveMove endgame knightEndgame master short,https://lichess.org/kVsJ1quC/black#92,
00gbj,8/8/8/3k2K1/6nP/6P1/8/8 b - - 4 57,g4e5 g5f5 e5c4 h4h5 c4d6 f5g6,2452,91,87,353,crushing defensiveMove endgame knightEndgame long quietMove,https://lichess.org/TwMT1En7/black#114,
00hNY,8/p7/1p3k2/8/n1K1P3/3N4/P7/8 b - - 0 44,a4c5 d3c5 b6c5 c4d5,2248,82,82,157,crushing endgame knightEndgame short,https://lichess.org/MGfDzlcO/black#88,
00niA,6n1/6P1/6N1/8/1p6/1k5P/5K2/8 w - - 3 58,h3h4 b3c3 h4h5 b4b3 g6e5 b3b2,2012,119,100,55,advancedPawn crushing endgame knightEndgame long,https://lichess.org/sMnyoWHK#115,
012uN,8/p2n1k2/5P2/5KPP/2P5/8/n7/8 b - - 1 49,a2c3 g5g6 f7f8 h5h6,1929,75,88,335,crushing endgame knightEndgame short,https://lichess.org/wCxVSTya/black#98,
013vX,2k5/2p2p2/P1N3p1/1PK2n2/7p/8/2P2P2/8 b - - 0 41,h4h3 b5b6 f5d6 c6e7 c8d7 a6a7,2634,95,75,101,advancedPawn crushing endgame knightEndgame long,https://lichess.org/E3V8WTvF/black#82,
015Da,8/8/8/3N3P/k1nP4/1p6/1p6/1K6 w - - 2 57,h5h6 a4a3 h6h7 c4d2,1908,80,74,143,endgame knightEndgame master mate mateIn2 short,https://lichess.org/f8OzcTll#113,
01EQu,8/2n5/8/Pkp1K3/2N5/8/8/8 w - - 7 57,e5d6 b5c4 d6c7 c4b5 a5a6 b5a6,1930,76,91,564,crushing endgame knightEndgame long,https://lichess.org/PXioHcpt#113,
01I9J,8/8/6p1/p1N1p3/P1PpPkPp/3P3P/1P6/1K2n3 w - - 1 49,b1c1 f4g3 b2b4 g3h3,2231,76,38,57,crushing endgame knightEndgame short,https://lichess.org/etp9VyzX#97,
01mH1,8/n5pp/P1pk1p2/5P2/1PPK2P1/7P/8/8 b - - 0 36,g7g6 f5g6 h7g6 h3h4 c6c5 b4c5,1924,90,84,43,crushing endgame knightEndgame long quietMove,https://lichess.org/0Sy81sko/black#72,
02AV7,8/8/Pk6/1pnP1p1p/1N1K2pP/8/6P1/8 b - - 2 43,f5f4 d5d6 c5d7 d4e4 f4f3 g2f3 g4g3 e4e3 d7e5 e3e2,2457,100,72,53,crushing defensiveMove endgame knightEndgame veryLong,https://lichess.org/bNPjDmkL/black#86,
02BY0,8/8/N7/4kp2/2P4p/1P6/P1n1KP2/8 w - - 0 46,e2f3 c2e1 f3e2 h4h3,1847,110,83,20,crushing endgame knightEndgame short,https://lichess.org/Cl9pBuRW#91,
02Dij,8/1k1n4/3p1p1p/K2PpPp1/N3P1P1/7P/8/8 b - - 2 48,b7a7 a4c3 a7b8 c3b5 d7c5 b5d6 b8c7 d6e8,2253,78,90,410,crushing endgame knightEndgame quietMove veryLong,https://lichess.org/TvQZZel6/black#96,
02yBt,8/p4p2/1p6/8/2k3P1/5K2/N7/8 w - - 1 54,f3e4 a7a5 e4e3 c4b3 a2c1 b3c2 c1d3 c2c3 d3f4 a5a4,2521,95,53,44,crushing defensiveMove endgame knightEndgame quietMove veryLong,https://lichess.org/8eujxUBs#107,
03FZy,8/8/3N4/3n1pk1/1PpP4/2P2K2/8/8 b - - 5 56,d5c3 b4b5 c3d5 d6c4 d5c7 b5b6,1895,79,91,1270,crushing endgame knightEndgame long master quietMove,https://lichess.org/MR93MbXD/black#112,
03QUJ,8/2p3p1/p3N3/P7/3pP1k1/1P1Pn2p/8/6K1 w - - 2 39,e6d4 c7c5 d4e6 g4g3 e6g7 h3h2 g1h1 e3d1 g7h5 g3g4 h1h2 g4h5,2759,100,80,154,advancedPawn crushing endgame exposedKing knightEndgame quietMove veryLong,https://lichess.org/hO5os24e#77,
03RER,8/1p1k4/4p3/3pP3/1PpN1P2/2P3n1/2K5/8 b - - 0 36,g3f5 d4f5 e6f5 c2d2 d5d4 c3d4 b7b5 d4d5,1934,76,90,1228,crushing defensiveMove endgame knightEndgame veryLong,https://lichess.org/EqcvYPLH/black#72,
03fqJ,8/4k3/4p3/3pP2K/3P3P/4P1P1/8/3n4 w - - 1 41,g3g4 e7f7 h5g5 d1e3,2555,92,91,1017,crushing endgame knightEndgame short,https://lichess.org/NL0NbKSH#81,
03kXN,8/8/4p3/3p4/3K1pk1/3N4/8/8 w - - 6 59,d3e1 g4g3 e1d3 f4f3 d4e3 e6e5,2354,99,90,1197,crushing defensiveMove endgame knightEndgame long,https://lichess.org/SgZs9qZg#117,
042Gi,8/p7/1p1P1kp1/8/4KPPP/8/nP6/8 b - - 0 35,f6e6 h4h5 g6h5 g4h5 a2b4 d6d7 b4c6 h5h6 e6f7 e4d5,2593,95,50,35,advancedPawn crushing endgame knightEndgame veryLong,https://lichess.org/9YZsqsrs/black#70,
05P2i,8/3k2p1/1p1Np2p/1P2P1PP/8/4nK2/8/8 b - - 4 45,e3f5 d6f5 e6f5 f3f4 d7e6 g5g6 e6e7 f4f5,1977,76,92,1578,crushing endgame knightEndgame veryLong zugzwang,https://lichess.org/wPrQ1rm5/black#90,
05pky,8/8/8/N1p1p3/5k2/5p2/8/5K2 w - - 0 57,a5c4 f4e4 f1f2 e4d4 c4d2 e5e4 d2b3 d4c4,2496,81,96,75,crushing defensiveMove endgame knightEndgame quietMove veryLong,https://lichess.org/poKBCh9l#113,
062Kg,8/5kp1/4p2p/4P2K/3n4/4N3/6PP/8 b - - 2 35,d4f5 e3f5 e6f5 h2h4 f5f4 h5g4,2426,87,86,57,crushing endgame knightEndgame long quietMove zugzwang,https://lichess.org/aD7imafG/black#70,
0692H,8/8/3p1p2/p2P1kp1/P4P2/2N2K2/1p6/8 w - - 0 50,f4g5 f6g5 c3b1 f5e5,1890,75,93,3016,crushing endgame knightEndgame master short,https://lichess.org/i5r63KSY#99,
06Crt,8/6K1/5p1p/1k4nP/4Pp2/5P2/6P1/8 b - - 0 50,b5c4 g7h6 c4d4 h6g7 d4e5 h5h6 e5e6 h6h7 g5h7 g7h7,2533,92,75,59,advancedPawn crushing endgame knightEndgame veryLong,https://lichess.org/kDoocI6H/black#100,
075OF,8/1Pk5/5K2/8/2n4P/8/8/8 b - - 0 55,c7b7 h4h5 c4e3 f6g5,1863,79,90,545,crushing defensiveMove endgame knightEndgame quietMove short,https://lichess.org/OEzyNj48/black#110,
079vi,8/8/P1k4p/K2p1pp1/3P4/1N2n2P/6P1/8 b - - 1 44,e3g2 b3c5 g2e3 a6a7 e3c4 a5a6 c4b6 c5d3,2084,236,82,15,advancedPawn crushing defensiveMove endgame knightEndgame quietMove veryLong,https://lichess.org/MewyworK/black#88,
07QKK,8/5n2/4K1pp/1k6/6PP/8/8/8 b - - 1 53,f7h8 e6f6 b5c6 f6g7 g6g5 h4h5,1974,77,92,612,crushing defensiveMove endgame knightEndgame long,https://lichess.org/IOE9R7MK/black#106,
07qqp,8/4k3/p7/2KP3p/1P3n1P/8/5p2/5N2 w - - 0 44,f1e3 f4g2 e3f1 g2h4,1816,75,93,1201,crushing endgame knightEndgame short,https://lichess.org/SG8lOjjX#87,
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,547,106,88,572,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/34ezZi7R#103,
00HeG,8/1p5k/p3pQq1/3pP3/2p3P1/2P5/PP6/2K5 w - - 3 33,f6h4 g6h6 h4h6 h7h6,851,107,96,412,crushing endgame master queenEndgame short,https://lichess.org/Fe29uA9P#65,
00T85,8/8/8/8/8/4K3/1k3Q2/1q6 b - - 5 53,b2c1 f2d2,1045,82,93,1513,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/j3dOR5SJ/black#106,
00VFK,8/6pk/7p/Q7/6P1/3q3K/1P5P/8 w - - 1 45,h3h4 g7g5 a5g5 h6g5,1003,96,93,986,crushing endgame master queenEndgame short,https://lichess.org/cuisbvqQ#89,
00XqB,2Q5/pp3p1k/3q1P1p/6p1/P2p2K1/1P1P3P/2P3P1/8 w - - 5 37,c8b7 d6f4 g4h5 f4h4,1013,80,84,134,endgame mate mateIn2 queenEndgame short,https://lichess.org/ZgeDRTNM#73,
00eLW,8/8/3q3k/5Q2/4p3/4P2P/5pK1/8 w - - 0 42,f5f4 d6f4 e3f4 e4e3,1073,80,88,1251,crushing endgame queenEndgame short,https://lichess.org/jhaADLF2#83,
00jQ7,8/7p/1p3Qpk/1Pp5/2Pp4/5PP1/2q3KP/8 w - - 1 41,g2h3 c2f5 f6f5 g6f5,936,78,98,387,crushing endgame master queenEndgame short,https://lichess.org/B5l9Wp7O#81,
00pmn,8/P6p/6p1/1k6/3pq3/1PP5/6PP/3Q2K1 w - - 0 35,d1d4 e4e1,971,99,95,1744,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/KY5B8aXb#69,
015Ft,8/1k6/p7/2Q4P/p2K1P2/1q6/8/8 w - - 4 55,c5d5 b3d5 d4d5 a4a3 h5h6 a3a2,773,83,98,471,advancedPawn crushing endgame long queenEndgame,https://lichess.org/xgqA6jLW#109,
0164A,8/8/3p1k1p/3Pqpp1/2Q5/6PP/5P1K/8 w - - 3 34,h2g2 e5e4 c4e4 f5e4,1104,75,89,291,crushing endgame queenEndgame short,https://lichess.org/0Tp4aMQy#67,
01R6L,2k5/8/1K1Q4/2P5/8/8/8/1q6 w - - 13 67,b6c6 b1b7,925,76,100,225,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/5Nz1EXwU#133,
01RPQ,1Q6/2Pk4/p3pp1p/3q2p1/1p6/1P2P1P1/5P1P/6K1 b - - 2 42,d5c6 b8d8,1021,85,83,102,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/GAWpyeOU/black#84,
01bSB,8/8/p7/k1Q5/2K5/8/8/7q b - - 1 52,a5a4 c5b4,966,80,89,877,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/81CUVIR4/black#104,
01eFU,8/6pk/8/8/Q2Pp3/P1P5/1PK1q3/8 w - - 1 40,c2b3 e2d1 b3b4 d1a4 b4a4 e4e3,1149,76,82,136,crushing endgame long queenEndgame,https://lichess.org/dq0pNz5P#79,
01luH,2k5/p7/8/4P2p/5Q2/1PPqP1PK/7P/8 w - - 3 44,f4c4 d3c4 b3c4 a7a5 h3h4 a5a4 h4h5 a4a3,1189,77,99,1218,advantage endgame queenEndgame quietMove veryLong,https://lichess.org/or0dJAaA#87,
01ySE,2k5/6K1/2q2pQ1/p7/8/6P1/7P/8 w - - 0 66,g6f6 c6f6 g7f6 a5a4,1148,104,71,55,crushing defensiveMove endgame queenEndgame short,https://lichess.org/xLCcgJbV#131,
02LuE,8/p2Q4/5kp1/2P4p/7P/1q4PK/8/8 w - - 2 60,c5c6 b3e6 d7e6 f6e6 c6c7 e6d7 c7c8q d7c8,968,82,100,224,crushing endgame queenEndgame veryLong,https://lichess.org/PXla7Amc#119,
02yHD,3Q4/7p/P7/6pk/8/5pPK/5P1P/8 w - - 2 60,a6a7 g5g4,541,107,80,402,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/X0REfN5a#119,
03UYH,1Q6/5pk1/p4p2/PN1p4/2q2P2/4P3/6PK/8 b - - 0 38,c4b5 b8b5 a6b5 a5a6,878,76,100,318,crushing endgame queenEndgame short,https://lichess.org/K0ebxbdF/black#76,
03X8P,6k1/p4p2/P3p2Q/1p4P1/6q1/1KP5/1P6/8 w - - 0 46,h6f6 g4a4,1025,80,97,3128,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/Eqs0mMnS#91,
03cDB,8/8/5p1p/5Qp1/8/6Pk/2pq1P1P/6K1 b - - 17 52,g5g4 f5h5,1158,240,100,6,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/7tJaBZ07/black#104,
03rA7,8/7p/p4ppk/3q4/5Q2/1P5P/6PK/8 b - - 3 39,g6g5 f4f6 h6h5 g2g4 h5h4 f6f2,1127,79,62,63,endgame long master mate mateIn3 queenEndgame,https://lichess.org/QQNdHsR0/black#78,
04VTC,8/5p2/2p1p1p1/3pPq1P/kPpP1P2/2P3K1/3Q4/8 b - - 2 56,g6h5 d2a2 a4b5 a2a5,849,104,95,548,endgame mate mateIn2 queenEndgame short,https://lichess.org/TnpBATRc/black#112,
04ezE,8/8/7p/4Q1p1/6qk/6P1/7K/8 b - - 0 65,h4h5 e5e8,907,114,83,18,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/EYU04ZJV/black#130,
04izN,8/7k/2p2q2/1P6/4p3/5p2/5P2/2Q2K2 w - - 0 54,c1c6 f6a1 c6c1 a1c1,986,80,81,276,endgame mate mateIn2 queenEndgame short,https://lichess.org/KMgiu5bl#107,
04vmj,4k3/5p2/1q4pp/8/P1Q5/5KPP/8/8 b - - 2 49,b6b7 c4e4 b7e4 f3e4,1093,82,87,168,crushing endgame queenEndgame short,https://lichess.org/Tf1KQ4XK/black#98,
0501e,8/8/6pp/Q2P2k1/P2q4/8/1P2K3/8 b - - 6 45,d4b2 a5d2 b2d2 e2d2,1118,83,75,52,crushing endgame queenEndgame short,https://lichess.org/qGh1DYrL/black#90,
054YX,8/1kp5/1p6/1q6/4Q3/8/5K2/8 b - - 3 57,b7a6 e4a8,759,79,88,111,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/kWg4FITD/black#114,
05Qvq,6Q1/1kp4K/1p1p4/3PpQ2/4P3/7P/4q3/2q5 b - - 6 62,e2c2 f5c8 b7a7 c8a8,1162,86,93,1344,endgame master mate mateIn2 queenEndgame short,https://lichess.org/ObfoLYdo/black#124,
05ZcF,8/8/4Q3/3p2k1/1p6/1P4PK/2q1p2P/8 w - - 4 49,e6d5 c2f5 d5f5 g5f5,622,91,88,184,crushing endgame queenEndgame short,https://lichess.org/maCCpkiH#97,
05jeK,8/8/8/1pQ5/pP2K3/Pk4P1/8/3q4 w - - 2 69,c5d5 d1d5 e4d5 b3a3,995,78,89,232,crushing endgame master queenEndgame short,https://lichess.org/g5EbVwPh#137,
05jvp,8/4p2k/3p2p1/3q3p/7P/2Q1P1P1/5P2/6K1 b - - 1 45,h7h6 c3h8,491,107,85,616,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/D9chFhCD/black#90,
05s9i,8/2P5/6k1/8/4P3/5PPK/8/q7 w - - 0 63,c7c8q a1h1 h3g4 h1h5 g4f4 h5g5,1106,76,91,224,endgame long mate mateIn3 queenEndgame,https://lichess.org/Zv4sOtbv#125,
003UW,8/6pk/7p/2p5/2qp4/5PP1/P3QK1P/8 b - - 1 40,c4d5 e2e4 d5e4 f3e4,1476,75,93,974,advantage endgame queenEndgame short,https://lichess.org/cXMga3rb/black#80,
00m5H,8/1p5p/6p1/2P2k2/1P6/P3qp1Q/8/5K2 b - - 5 43,f5e4 h3e6 e4d4 e6e3 d4e3 b4b5 g6g5 c5c6,1508,77,96,1436,crushing endgame master queenEndgame quietMove veryLong,https://lichess.org/P8apABHK/black#86,
00q7m,5k2/7q/4Q3/1p6/6P1/8/6K1/8 w - - 1 62,e6f5 h7f5 g4f5 b5b4 g2f1 b4b3 f1e1 b3b2,1287,80,95,22153,advancedPawn crushing endgame queenEndgame quietMove veryLong,https://lichess.org/Upkn0VQ1#123,
012K5,8/3Q1kpp/8/3K4/6P1/8/7P/q7 b - - 9 46,f7g6 d7f5 g6h6 f5h5,1201,79,89,483,endgame mate mateIn2 queenEndgame short,https://lichess.org/ideT1zK1/black#92,
018FT,8/6k1/p7/4PQ2/2q5/6PK/8/8 w - - 0 49,f5g4 c4g4 h3g4 a6a5 g4f5 a5a4,1511,77,89,558,crushing defensiveMove endgame long queenEndgame quietMove,https://lichess.org/BLM9X7kk#97,
01N7F,6k1/Q7/6p1/2p4p/P6P/1P3qPK/2P5/8 w - - 1 46,a7c5 f3h1,1483,76,94,4285,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/NBOfEd8e#91,
01NPD,8/5p2/6pk/3PQp2/8/p3PP2/6PK/4q3 b - - 6 39,a3a2 e5h8 h6g5 f3f4 g5g4 h8h3,1235,74,97,7790,endgame long mate mateIn3 queenEndgame,https://lichess.org/Bjg4tsry/black#78,
01OfD,8/1p6/k1q5/7P/p7/6P1/4Q2K/8 b - - 5 77,c6b5 e2b5 a6b5 h5h6 a4a3 h6h7,1306,81,92,4263,advancedPawn crushing endgame long master queenEndgame,https://lichess.org/01VgU6k2/black#154,
01tyT,8/5p2/3Q4/6pk/PP4qp/6P1/5PKP/8 w - - 2 48,d6c5 h4h3 g2f1 g4d1,1246,77,94,643,endgame mate mateIn2 queenEndgame short,https://lichess.org/nHIZqqzx#95,
01u7S,2Q5/1p5k/1p3K2/8/8/P1P3q1/8/8 b - - 2 49,g3f4 c8f5 f4f5 f6f5,1280,167,16,18,crushing endgame master queenEndgame short,https://lichess.org/htXhPpId/black#98,
02BXL,8/8/4QK2/8/3k1p2/5Pp1/6P1/1q6 w - - 2 58,e6f5 b1f5 f6f5 d4e3,1322,78,91,2626,crushing endgame master queenEndgame short,https://lichess.org/HlyVLuSl#115,
02DbV,5Q2/3kp3/1pp4P/8/4p3/pPq1P3/P1P3P1/1K6 w - - 2 37,b1c1 c3e1,1448,82,63,444,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/IqTaUngS#73,
02H8O,8/p7/3Pk3/1p2P2q/2p5/6Q1/PP4PK/8 w - - 5 56,g3h3 h5h3 h2h3 b5b4 h3g4 c4c3,1733,75,96,925,crushing endgame long queenEndgame quietMove,https://lichess.org/8N1kOgDV#111,
02SWp,Q7/6pk/7p/6PP/8/pq6/5PK1/8 b - - 0 39,a3a2 g5g6,1275,86,92,2239,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/xVDdlOJW/black#78,
02ULn,6k1/2p4p/p4Q2/1pq5/4K3/8/PP5P/8 b - - 8 41,c5d6 f6d6 c7d6 e4d5,1476,77,95,3620,crushing endgame queenEndgame short,https://lichess.org/oasHMu78/black#82,
02gDi,5Q2/8/p3p1kP/8/3p2P1/4q1K1/P7/8 w - - 5 49,g3h4 e3h6 f8h6 g6h6,1704,76,68,84,crushing endgame queenEndgame short,https://lichess.org/oyDzPtFl#97,
02iFK,6k1/6p1/5p1p/4q3/8/6QP/P5PK/8 b - - 8 43,e5b2 g3b3 b2b3 a2b3,1275,78,73,91,advantage endgame queenEndgame short,https://lichess.org/DhgPnYCY/black#86,
02w74,8/4Q1kp/5pp1/8/5P2/6PK/2pq3P/8 b - - 1 39,g7h6 e7f8 h6h5 g3g4,1333,82,50,44,endgame mate mateIn2 queenEndgame short,https://lichess.org/90QCOHIp/black#78,
02zMY,6k1/1p3p2/2p2Q2/2Pp1K2/1P1P1p2/8/6qP/8 b - - 5 37,g2g6 f6g6 f7g6 f5f4,1668,75,92,2366,crushing endgame master queenEndgame short,https://lichess.org/AN93HtvD/black#74,
02zzr,3q3k/1p4p1/p1p5/2P2pQP/PP3P1K/8/8/8 b - - 0 46,d8f6 g5f6 g7f6 h5h6 h8g8 h4h5,1640,78,93,217,crushing defensiveMove endgame long queenEndgame,https://lichess.org/eLZ0Fnr7/black#92,
033jV,8/2p3k1/2Pp2P1/2pP1p2/5P1Q/P2q4/4p2K/8 b - - 1 57,e2e1q h4h7 g7f6 h7f7,1219,75,98,586,endgame mate mateIn2 queenEndgame short,https://lichess.org/w0XjYxJi/black#114,
037GX,5Q2/7p/6p1/7k/6P1/P3q2P/1P5K/3q4 b - - 0 48,h5h4 f8f6 e3g5 f6f2,1584,81,93,2842,endgame mate mateIn2 queenEndgame short,https://lichess.org/nyy0wtwg/black#96,
039P4,8/7Q/p1q2pp1/1p3k1p/1Pp2P2/P3PP2/6KP/8 w - - 1 36,h7h6 c4c3 e3e4 f5e6 f4f5 g6f5,1602,76,90,2196,crushing endgame long queenEndgame,https://lichess.org/0RQbhXGt#71,
03A1C,8/1k2PK1q/3Q4/8/8/8/8/8 w - - 3 55,f7e8 h7g8 e8d7 g8c8,1327,78,85,141,endgame master mate mateIn2 queenEndgame short,https://lichess.org/RqaPUnMq#109,
03BPz,8/2Q2kpp/p4q2/1p1P4/1P6/7P/6PK/8 b - - 4 35,f6e7 d5d6 e7c7 d6c7,1280,77,96,22111,advancedPawn crushing endgame queenEndgame short,https://lichess.org/GOttwmgX/black#70,
03CzP,3K4/3Q4/6pk/1Pq5/8/8/8/8 b - - 6 55,g6g5 d7c6 c5c6 b5c6,1650,75,97,2952,crushing endgame master queenEndgame short,https://lichess.org/swFmUATF/black#110,
03P5r,8/5Pk1/p2q4/1p2pQ1P/2p5/7K/1P3P2/8 w - - 0 48,f5g6 d6g6 h5g6 b5b4 f7f8q g7f8,1670,75,95,4615,crushing endgame long queenEndgame quietMove,https://lichess.org/40sh7on5#95,
03PDd,1k6/1pp5/p7/5q2/2PQ4/3P2P1/6K1/8 w - - 0 40,d4f4 f5f4 g3f4 a6a5 g2f3 a5a4,1747,76,87,708,crushing defensiveMove endgame long queenEndgame quietMove,https://lichess.org/hn88Lj4L#79,
03hD4,8/6p1/3q3k/7p/Q6P/6P1/7K/8 w - - 0 50,a4f4 d6f4 g3f4 h6g6,1428,78,93,1605,crushing defensiveMove endgame master queenEndgame short,https://lichess.org/hlu5Pu4k#99,
04POP,8/5Q2/3p4/2p2kp1/P7/1P1q4/8/6K1 b - - 0 48,f5g4 f7c4 d3c4 b3c4 g4f5 a4a5,1640,74,96,5583,crushing defensiveMove endgame long master masterVsMaster queenEndgame,https://lichess.org/idiTrA0J/black#96,
04VNP,8/8/5pkp/6p1/8/7P/2Q3PK/q7 b - - 3 52,g6h5 g2g4 h5h4 c2f2,1248,77,91,4221,endgame mate mateIn2 queenEndgame short,https://lichess.org/PPShZmPU/black#104,
04dDu,8/7p/3p2p1/3Pp3/3qP3/3k3P/6PK/3Q4 b - - 4 46,d3e4 d1f3,1332,77,78,1228,dovetailMate endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/k2DXRano/black#92,
04k9S,8/1pk5/2p5/7q/4p2P/4Q3/PP3P2/1K6 b - - 2 37,h5h4 e3g3 h4g3 f2g3,1384,80,82,58,crushing endgame queenEndgame short,https://lichess.org/28s6xkGA/black#74,
00JH5,8/2Q2pk1/8/3pp2P/8/2Pq4/KP6/8 b - - 1 36,d3c4 c7c4 d5c4 b2b4,2082,84,89,46,crushing defensiveMove endgame queenEndgame short,https://lichess.org/1co2FGQN/black#72,
00bpH,8/5p2/pq5p/1p5k/6B1/6P1/P6P/2Q4K b - - 0 36,h5g4 c1f4 g4h5 f4f5,1878,76,64,543,endgame mate mateIn2 queenEndgame short,https://lichess.org/vVLXcQQI/black#72,
017qV,2Q5/1p4pk/p6p/2P5/P5KP/1q4P1/8/8 w - - 2 52,c5c6 b3a4 g4h3 a4c6,1839,79,91,612,crushing endgame queenEndgame short,https://lichess.org/e3kBUIph#103,
01jUM,1Q6/5p1k/1P6/3q4/6p1/8/6PK/8 b - - 0 42,f7f5 b8c7 h7g6 b6b7 f5f4 c7c2,2595,104,91,1003,advancedPawn crushing endgame long queenEndgame,https://lichess.org/ewrEnd7Y/black#84,
01vys,8/8/4p1k1/5qp1/8/6QP/5PK1/8 w - - 13 94,g3d6 f5d5 d6d5 e6d5 g2f3 g6f5 f3e3 f5e5 e3d3 d5d4 f2f3 e5d5,2262,85,76,80,crushing defensiveMove endgame master masterVsMaster queenEndgame quietMove veryLong zugzwang,https://lichess.org/1c1XWvJg#187,
01znD,8/5pk1/7p/7P/5Pq1/8/5QK1/8 w - - 0 55,f2g3 g4g3 g2g3 g7f6 g3g4 f6e6,2076,78,95,1735,crushing defensiveMove endgame long queenEndgame,https://lichess.org/iC56LUDr#109,
027Nz,8/4k3/2q2pp1/P6p/3Q3P/2p1P1P1/5K2/8 w - - 0 51,d4b4 e7d7 a5a6 c3c2,2164,86,79,39,advancedPawn crushing defensiveMove endgame queenEndgame short,https://lichess.org/kcK1UZwy#101,
02Gn8,8/8/6p1/5pkp/1Q6/P5PK/1q4P1/8 b - - 0 51,b2e5 b4h4 g5h6 h4f4 e5f4 g3f4,2090,78,94,2615,crushing endgame long queenEndgame,https://lichess.org/NlnOOioQ/black#102,
02M9r,3q4/5pk1/4p1p1/3p2P1/p2P1K2/P3QP2/8/8 b - - 7 44,d8b8 e3e5 b8e5 f4e5 g7f8 e5d6,2248,78,86,150,crushing endgame long queenEndgame,https://lichess.org/3Z1z3im0/black#88,
02Mby,3k4/pQ6/2p2p2/2Pqp3/8/6P1/5PKP/8 w - - 1 35,g2h3 d5d7 b7d7 d8d7 h3g4 a7a5,1870,75,94,6846,crushing defensiveMove endgame long queenEndgame,https://lichess.org/5tryfihO#69,
02TxK,8/6pk/6qp/1p6/2p1PQP1/5P2/5K1P/8 w - - 0 43,f4b8 g6c6 e4e5 c4c3 b8d6 c6c8,2790,110,88,1187,crushing endgame long queenEndgame,https://lichess.org/evK83R4k#85,
02uVI,8/1k6/2p5/p1P5/1p1qpQ2/1P6/P4P2/5K2 w - - 0 51,f4e3 d4e3 f2e3 b7a6,2132,76,94,1487,crushing defensiveMove endgame queenEndgame short,https://lichess.org/YqfS1aqu#101,
02w7d,3k4/3P3p/p2Q1pp1/1p3p2/8/Pq3P2/1P3PKP/8 b - - 2 35,b3b2 d6c6 b2c1 c6c1,2080,76,67,224,crushing endgame master queenEndgame short,https://lichess.org/d2KCDa0f/black#70,
03A4a,7k/1Q6/p6p/4q3/8/1K6/P1P5/8 b - - 2 36,e5b5 b7b5 a6b5 c2c4 b5c4 b3c4,1973,77,92,790,crushing endgame long master queenEndgame,https://lichess.org/GKvgMghB/black#72,
03DDA,8/1pq4k/2p3p1/2P2p1p/P1Q4P/4PKP1/8/8 b - - 2 35,h7h6 c4f4 c7f4 f3f4 h6g7 f4e5,2087,75,83,246,crushing endgame long queenEndgame,https://lichess.org/xdG4mSmi/black#70,
03VwY,8/8/4pp2/2p2k2/2q5/6P1/5PKP/1Q6 b - - 6 34,f5g5 b1h7 c4d5 f2f3 d5d2 g2h3 d2e3 f3f4,2321,86,91,746,crushing defensiveMove endgame queenEndgame quietMove veryLong,https://lichess.org/xR1VWqe2/black#68,
03YB5,5k2/7p/1p2Q1p1/p1pP4/q1P1K2P/6P1/5P2/8 w - - 2 40,d5d6 a4e8 e6e7 e8e7,1934,74,79,256,crushing endgame master queenEndgame short,https://lichess.org/DNuM1PS2#79,
04CgH,8/5p2/5kpp/8/1p4P1/2q2P2/P5P1/1Q5K w - - 6 48,b1e4 c3a1 h1h2 a1e5,1868,75,90,229,crushing endgame queenEndgame short,https://lichess.org/wVJQrrCs#95,
04hNd,8/7p/2p5/3q1pQ1/4p3/5kPP/3P1P2/6K1 b - - 2 35,d5d3 g5h5,1995,82,90,2680,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/acB1djfT/black#70,
04qMg,8/2Q5/7p/5P2/2q5/2kp3P/6PK/8 w - - 3 58,c7a5 c3c2 f5f6 c4f4,2528,113,89,847,advantage defensiveMove endgame queenEndgame short,https://lichess.org/DSbb6Tuf#115,
